studentID,moduleId,solvingState
1629,89,2
1629,12,1
1629,12,1
1629,10,1
1629,10,1
1629,10,1
1629,87,2
1629,7,1
1629,25,2
1629,9,1
1629,9,1
1629,85,1
1629,86,1
1629,5,1
1628,86,2
1628,86,1
1628,85,1
1628,85,1
1628,72,1
1628,72,1
1628,72,1
1628,72,1
1628,89,2
1628,12,1
1628,12,1
1628,10,1
1628,10,2
1628,10,1
1628,87,1
1628,8,1
1628,7,1
1628,25,1
1628,9,2
1628,9,1
1628,85,1
1628,86,1
1628,5,1
1592,86,1
1592,72,1
1592,72,1
1592,72,1
1592,72,1
1592,89,1
1592,12,1
1592,12,2
1592,10,1
1592,10,1
1592,10,1
1592,87,1
1592,8,1
1615,86,1
1615,86,1
1615,85,1
1615,85,1
1615,72,1
1615,72,1
1615,72,1
1615,72,1
1615,89,1
1615,12,1
1615,12,1
1615,10,1
1615,10,1
1615,10,1
1615,87,1
1615,8,1
1615,7,1
1615,25,1
1615,9,1
1615,9,1
1615,85,1
1615,86,1
1615,5,1
1631,86,1
1631,86,1
1631,85,1
1631,85,1
1631,72,1
1631,72,1
1631,72,1
1631,72,1
1631,89,1
1631,12,1
1631,12,1
1631,10,1
1631,10,1
1631,10,1
1631,87,1
1631,8,2
1631,7,1
1631,25,2
1631,9,1
1631,9,1
1631,85,1
1631,86,1
1631,5,1
1613,86,1
1613,86,1
1613,85,1
1613,85,1
1613,72,1
1613,72,1
1613,72,1
1613,72,2
1613,89,2
1613,12,1
1613,12,1
1613,10,1
1613,10,1
1613,10,1
1613,87,1
1613,8,2
1613,7,1
1613,25,2
1613,9,1
1613,9,1
1613,85,2
1613,86,1
1613,5,1
1622,86,1
1622,86,1
1622,85,1
1622,85,1
1622,72,1
1622,72,1
1622,72,1
1622,72,1
1622,89,1
1622,12,1
1622,12,1
1622,10,1
1622,10,1
1622,10,1
1622,87,1
1622,8,1
1622,7,1
1622,25,2
1622,9,1
1622,9,1
1622,85,1
1622,86,1
1622,5,1
1593,86,1
1593,86,1
1593,85,1
1593,85,1
1593,72,1
1593,72,1
1593,72,1
1593,72,1
1593,89,2
1593,12,1
1593,12,1
1593,10,1
1593,10,1
1593,10,2
1593,87,1
1593,8,2
1593,7,1
1593,25,1
1593,9,1
1593,9,1
1593,85,1
1593,86,1
1593,5,1
1620,85,1
1620,72,1
1620,72,1
1620,72,2
1620,72,2
1620,89,2
1620,12,1
1620,12,1
1620,10,1
1620,10,1
1620,10,1
1620,87,1
1620,8,1
1620,7,1
1620,25,1
1620,9,1
1620,9,1
1632,86,1
1632,86,1
1632,85,1
1632,85,1
1632,72,1
1632,72,1
1632,72,2
1632,72,1
1632,89,2
1632,12,1
1632,12,1
1632,10,1
1632,10,1
1632,10,1
1632,87,2
1632,8,2
1632,7,2
1632,25,1
1632,9,1
1632,9,1
1632,85,1
1632,86,1
1632,5,1
1546,86,1
1546,86,2
1546,85,1
1546,85,1
1546,72,1
1546,72,1
1546,72,2
1546,72,2
1546,12,1
1546,12,1
1546,10,1
1546,10,1
1546,10,2
1546,87,2
1546,7,1
1546,25,1
1546,9,2
1546,9,1
1546,85,2
1546,86,2
1546,5,1
1621,86,1
1621,86,1
1621,85,2
1621,72,1
1621,72,1
1621,72,1
1621,72,1
1621,89,1
1621,12,1
1621,12,1
1621,10,1
1621,10,1
1621,10,1
1621,87,2
1621,8,1
1621,7,1
1621,25,1
1621,9,1
1621,9,1
1621,5,1
1614,86,1
1614,86,1
1614,85,1
1614,85,1
1614,72,1
1614,72,1
1614,72,1
1614,72,2
1614,89,1
1614,12,1
1614,12,2
1614,10,1
1614,10,1
1614,10,1
1614,87,1
1614,8,1
1614,7,1
1614,25,1
1614,9,1
1614,9,1
1614,85,1
1614,86,1
1614,5,1
1554,86,1
1554,86,2
1554,85,1
1554,72,1
1554,72,1
1554,72,2
1554,12,1
1554,12,1
1554,10,1
1554,10,1
1554,10,1
1554,8,1
1554,7,1
1554,9,1
1554,9,1
1554,85,2
1554,86,1
1554,5,2
1627,86,1
1627,86,1
1627,85,2
1627,85,1
1627,72,1
1627,72,1
1627,72,1
1627,72,2
1627,89,2
1627,12,1
1627,12,1
1627,10,1
1627,10,1
1627,10,1
1627,87,1
1627,8,2
1627,7,1
1627,25,2
1627,9,1
1627,9,1
1627,85,2
1627,86,1
1627,5,1
1612,86,1
1612,86,1
1612,85,1
1612,85,1
1612,72,2
1612,72,1
1612,72,2
1612,89,2
1612,12,1
1612,12,1
1612,10,1
1612,10,1
1612,10,1
1612,87,2
1612,8,1
1612,7,2
1612,25,1
1612,9,1
1612,9,1
1612,5,1
1522,72,1
1522,72,1
1522,72,1
1522,72,1
1522,12,1
1522,12,1
1522,10,1
1522,10,1
1522,10,1
1522,87,1
1522,8,2
1522,7,1
1522,25,2
1522,9,1
1522,9,1
1522,5,1
1625,85,1
1625,85,1
1625,72,1
1625,72,1
1625,72,1
1625,72,1
1625,12,1
1625,12,1
1625,10,1
1625,10,1
1625,10,1
1625,87,1
1625,25,2
1625,9,1
1625,9,1
1625,5,2
1617,86,1
1617,86,2
1617,85,1
1617,85,2
1617,72,1
1617,72,1
1617,72,1
1617,72,2
1617,89,1
1617,12,1
1617,12,1
1617,10,1
1617,10,1
1617,10,1
1617,87,1
1617,8,2
1617,7,1
1617,25,1
1624,86,1
1624,86,1
1624,85,1
1624,85,1
1624,72,1
1624,72,1
1624,72,1
1624,72,1
1624,89,2
1624,12,1
1624,12,1
1624,10,1
1624,10,1
1624,10,1
1624,87,1
1624,8,2
1624,7,1
1624,25,1
1624,9,1
1624,9,2
1624,85,2
1624,86,1
1624,5,1
1623,86,1
1623,86,2
1623,72,1
1623,72,1
1623,72,1
1623,72,1
1623,89,1
1623,12,1
1623,12,1
1623,10,1
1623,10,2
1623,10,1
1623,87,1
1623,9,1
1623,9,1
1623,85,1
1611,86,1
1611,86,2
1611,72,1
1611,72,2
1611,72,1
1611,72,1
1611,89,2
1611,12,1
1611,12,1
1611,10,1
1611,10,1
1611,10,1
1611,87,1
1611,8,2
1611,9,1
1611,9,1
1611,86,1
1611,5,1
1626,86,1
1626,86,1
1626,85,1
1626,85,1
1626,89,1
1626,12,1
1626,12,1
1626,10,2
1626,8,1
1626,7,2
1626,25,2
1626,9,1
1626,9,1
1626,85,1
1626,86,1
1626,5,1
1618,86,1
1618,86,1
1618,85,1
1618,85,1
1618,72,2
1618,72,1
1618,72,1
1618,72,1
1618,89,1
1618,12,1
1618,12,1
1618,10,1
1618,10,1
1618,10,1
1618,87,1
1618,8,2
1618,7,2
1618,25,1
1618,9,1
1618,9,1
1618,85,1
1356,23,1
1616,86,1
1616,86,1
1616,85,2
1616,72,2
1616,72,1
1616,72,2
1616,72,1
1616,12,1
1616,12,1
1616,10,1
1616,10,1
1616,10,1
1616,87,2
1616,8,1
1616,7,1
1616,9,1
1616,9,1
1616,5,1
1628,15,1
1628,15,1
1628,13,2
1628,13,2
1628,14,2
1628,14,2
1628,86,1
1628,85,1
1628,87,1
1628,87,1
1628,72,1
1628,23,2
1628,23,2
1628,14,2
1628,14,1
1631,15,1
1631,15,1
1631,13,2
1631,13,1
1631,14,1
1631,14,1
1631,86,1
1631,85,1
1631,87,1
1631,87,1
1631,72,2
1631,23,1
1631,23,1
1631,23,1
1631,23,2
1631,14,1
1631,14,1
1615,15,1
1615,15,1
1615,13,1
1615,13,1
1615,14,1
1615,14,1
1615,86,1
1615,85,1
1615,87,1
1615,87,1
1615,72,1
1615,23,1
1615,23,1
1615,23,1
1615,23,1
1615,14,1
1615,14,1
1619,15,1
1619,15,1
1619,13,2
1619,13,2
1619,14,1
1619,14,1
1619,86,1
1619,85,1
1619,87,2
1619,87,1
1619,72,1
1619,14,1
1554,15,2
1554,15,1
1554,13,1
1554,13,1
1554,14,1
1554,14,1
1554,86,1
1554,85,1
1554,87,1
1554,87,1
1554,72,2
1554,14,2
1554,14,1
1546,15,2
1546,15,2
1546,13,1
1546,13,2
1546,14,1
1546,14,1
1546,86,1
1546,85,1
1546,87,1
1546,87,1
1546,72,1
1546,23,1
1546,23,1
1546,14,2
1546,14,2
1620,15,2
1620,15,2
1620,13,2
1620,13,2
1620,14,2
1620,14,1
1620,86,1
1620,87,2
1620,87,1
1620,72,1
1620,23,1
1620,23,1
1620,23,1
1620,23,1
1620,14,2
1620,14,1
1618,15,2
1618,15,2
1618,13,2
1618,13,1
1618,14,1
1618,14,1
1618,86,1
1618,85,1
1618,87,1
1618,87,1
1618,72,1
1618,23,1
1618,23,1
1618,23,2
1618,23,2
1627,15,2
1627,15,2
1627,13,1
1627,13,1
1627,14,2
1627,14,1
1627,86,1
1627,85,1
1627,87,1
1627,87,1
1627,72,2
1627,23,2
1627,23,1
1627,23,2
1627,23,2
1627,14,1
1627,14,2
1619,86,2
1619,86,1
1619,85,2
1619,85,2
1619,72,1
1619,72,1
1619,72,2
1619,72,2
1619,89,2
1619,12,1
1619,12,1
1619,10,1
1619,10,2
1619,87,1
1619,8,1
1619,7,2
1619,25,1
1619,9,1
1619,9,1
1619,85,1
1619,86,1
1619,5,1
1622,15,2
1622,15,2
1622,13,2
1622,13,2
1622,14,1
1622,14,1
1622,86,1
1622,85,1
1622,87,1
1622,87,1
1622,72,1
1622,23,1
1622,23,2
1622,14,1
1622,14,1
1614,15,1
1614,15,2
1614,13,1
1614,13,1
1614,14,1
1614,14,2
1614,86,1
1614,85,1
1614,87,1
1614,87,1
1614,72,1
1614,23,2
1614,23,1
1614,23,2
1614,23,2
1614,14,1
1614,14,2
1466,15,2
1466,15,2
1466,86,2
1592,15,2
1592,15,2
1625,15,1
1625,15,1
1625,13,2
1625,13,2
1625,86,1
1625,85,1
1625,87,1
1625,87,1
1625,72,1
1625,23,1
1625,23,2
1625,23,2
1625,14,1
1625,14,1
1522,15,1
1522,15,1
1522,13,1
1522,13,1
1522,14,1
1522,14,1
1522,86,1
1522,85,1
1522,87,1
1522,87,1
1522,72,2
1522,23,1
1522,14,1
1522,14,1
1612,14,2
1612,14,2
1612,86,1
1612,85,2
1612,87,2
1612,87,1
1612,72,2
1612,23,1
1612,23,2
1612,14,2
1612,14,1
1593,15,1
1593,15,1
1593,13,2
1593,13,1
1593,14,2
1593,86,1
1593,85,1
1593,87,1
1593,87,2
1593,72,2
1593,23,1
1593,23,1
1593,23,1
1593,23,2
1593,14,2
1624,13,2
1624,13,1
1624,14,1
1624,14,1
1624,86,1
1624,85,2
1624,87,1
1624,87,1
1624,72,1
1624,23,1
1624,23,1
1624,14,2
1624,14,1
1629,13,2
1629,13,2
1629,14,2
1629,14,1
1629,86,1
1629,85,1
1629,87,2
1629,87,2
1629,72,2
1629,23,1
1629,23,1
1629,14,1
1629,14,2
1611,15,1
1611,15,1
1611,13,1
1611,13,2
1611,14,1
1611,14,1
1611,86,1
1611,85,1
1611,87,1
1611,87,1
1613,15,1
1613,15,1
1613,13,2
1613,13,2
1613,86,1
1613,85,1
1613,87,2
1613,72,1
1613,23,2
1613,14,2
1617,15,2
1617,15,1
1617,13,1
1617,13,1
1617,14,1
1617,14,2
1617,86,1
1617,85,1
1617,87,1
1617,87,1
1617,72,1
1617,23,1
1617,23,2
1617,23,2
1623,15,1
1623,15,2
1623,13,2
1623,13,1
1623,14,1
1623,14,2
1623,86,1
1623,85,1
1623,87,1
1623,87,1
1623,72,1
1623,23,1
1623,23,2
1623,23,1
1623,23,2
1623,14,2
1623,14,2
1616,15,1
1616,15,1
1616,13,2
1616,13,2
1616,14,2
1616,14,1
1616,85,1
1616,87,1
1616,87,1
1616,72,1
1616,23,1
1616,23,2
1616,23,2
1616,23,1
1616,14,2
1616,14,1
1632,15,2
1632,15,1
1632,13,2
1632,13,1
1632,14,1
1632,14,2
1632,86,1
1632,85,1
1632,87,2
1632,87,1
1632,72,2
1632,23,1
1632,23,1
1632,23,1
1632,41,1
1632,41,1
1632,41,1
1632,41,1
1632,41,1
1632,41,1
1632,41,1
1632,41,1
1621,41,1
1621,41,2
1621,41,2
1621,41,1
1621,41,1
1621,41,1
1621,41,1
1621,41,1
1621,23,1
1621,17,2
1621,17,2
1621,17,1
1621,23,2
1621,15,2
1621,14,2
1621,50,2
1621,50,1
1615,41,1
1615,41,1
1615,41,1
1615,41,1
1615,41,1
1615,41,1
1615,41,1
1615,41,1
1615,23,1
1615,17,2
1615,17,2
1615,17,1
1615,23,2
1615,15,1
1615,14,1
1615,50,1
1615,50,1
1592,41,1
1592,41,1
1592,41,1
1592,41,1
1592,41,1
1623,41,1
1623,41,1
1623,41,1
1623,41,1
1623,41,1
1623,41,1
1623,41,2
1623,41,1
1623,50,2
1623,50,1
1466,50,2
1593,41,1
1593,41,1
1593,41,1
1593,41,1
1593,41,1
1593,41,1
1593,23,1
1593,15,1
1593,50,2
1593,50,1
1614,41,1
1614,41,1
1614,41,1
1614,41,1
1614,41,1
1614,41,1
1614,41,1
1614,41,1
1614,23,1
1614,17,1
1614,17,1
1614,17,2
1614,23,1
1614,15,1
1614,14,1
1614,50,1
1614,50,1
1627,41,1
1627,41,2
1627,41,2
1627,23,1
1627,15,1
1627,14,2
1627,50,1
1627,50,1
1612,41,1
1612,41,1
1612,41,1
1612,41,2
1612,41,2
1612,41,1
1612,41,1
1612,41,1
1612,14,1
1612,50,1
1612,50,1
1626,41,1
1626,41,1
1626,41,1
1626,41,1
1626,41,1
1626,41,1
1626,41,1
1626,23,2
1626,17,2
1626,23,2
1626,15,2
1626,14,1
1626,50,1
1626,50,2
1620,41,2
1620,41,1
1620,41,1
1620,41,1
1620,41,1
1620,41,1
1620,41,1
1620,23,1
1620,15,1
1621,15,2
1621,15,2
1621,13,1
1621,13,1
1621,14,1
1621,14,1
1621,85,1
1621,87,1
1621,87,1
1621,72,2
1621,23,1
1621,23,1
1621,23,1
1621,23,2
1621,14,2
1621,14,2
1618,41,1
1618,41,1
1618,41,1
1618,41,1
1618,41,2
1618,41,1
1618,41,2
1618,23,1
1618,17,2
1618,17,1
1618,23,1
1618,15,1
1626,15,2
1626,15,2
1626,14,1
1626,14,2
1626,86,1
1626,85,1
1626,87,1
1626,87,2
1626,23,1
1626,23,1
1626,23,1
1626,23,1
1626,14,1
1626,14,2
1628,41,1
1628,41,2
1628,41,1
1628,41,1
1628,41,1
1628,41,1
1628,41,1
1628,41,1
1628,15,1
1628,14,1
1628,50,1
1628,50,1
1546,41,1
1546,41,2
1546,41,1
1546,41,1
1546,41,2
1546,41,1
1546,41,2
1546,15,2
1546,50,2
1546,50,2
1554,41,1
1554,41,1
1554,41,1
1554,41,1
1554,41,1
1554,41,1
1554,41,1
1554,41,1
1622,41,1
1622,41,1
1622,41,1
1622,41,1
1622,41,1
1622,41,1
1622,41,1
1622,41,1
1622,23,2
1622,17,1
1622,17,2
1622,17,2
1622,23,1
1622,15,1
1622,14,1
1622,50,1
1622,50,2
1619,41,1
1619,41,1
1619,41,1
1619,41,1
1619,41,1
1619,41,2
1619,41,2
1619,23,1
1619,17,1
1619,17,2
1619,15,1
1619,14,2
1619,50,1
1619,50,1
1616,41,1
1616,41,1
1616,41,1
1616,41,1
1616,23,1
1616,17,2
1616,17,1
1616,17,1
1616,15,1
1616,14,1
1631,41,1
1631,41,1
1631,41,1
1631,41,1
1631,41,1
1631,41,1
1631,41,1
1631,41,1
1631,23,1
1631,17,2
1631,17,2
1631,17,2
1631,23,2
1631,15,2
1631,14,2
1631,50,2
1631,50,1
1611,41,1
1611,41,1
1611,41,1
